ID,Neo Reference ID,Name,Limited Name,Designation,NASA JPL URL,Absolute Magnitude (H),Min Diameter (km),Max Diameter (km),Min Diameter (m),Max Diameter (m),Min Diameter (miles),Max Diameter (miles),Min Diameter (feet),Max Diameter (feet),Is Potentially Hazardous,Close Approach Date,Close Approach Date (Full),Epoch Date Close Approach,Relative Velocity (km/s),Relative Velocity (km/h),Relative Velocity (miles/h),Miss Distance (astronomical),Miss Distance (lunar),Miss Distance (km),Miss Distance (miles),Orbiting Body
2001580,2001580,1580 Betulia (1950 KA),Betulia,1580,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001580,14.69,3.0658787593,6.8555133165,3065.8787592885,6855.5133165417,1.9050481505,4.259817165,10058.657668624,22491.8423094427,False,2129-05-17,2129-May-17 21:30,5029421400000,27.869949135,100331.8168860486,62342.2892201117,0.2417052104,94.0233268456,36158584.643741848,22467902.6471315824,Earth
2001580,2001580,1580 Betulia (1950 KA),Betulia,1580,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001580,14.69,3.0658787593,6.8555133165,3065.8787592885,6855.5133165417,1.9050481505,4.259817165,10058.657668624,22491.8423094427,False,2131-03-07,2131-Mar-07 17:55,5086346100000,11.325313803,40771.12969085,25333.5944459618,1.8670594864,726.2861402096,279308122.328733968,173554019.4082580384,Juptr
2001580,2001580,1580 Betulia (1950 KA),Betulia,1580,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001580,14.69,3.0658787593,6.8555133165,3065.8787592885,6855.5133165417,1.9050481505,4.259817165,10058.657668624,22491.8423094427,False,2142-05-21,2142-May-21 08:09,5439946140000,27.9023658016,100448.5168856945,62414.8020615583,0.1746172573,67.9261130897,26122369.757321951,16231687.8938308838,Earth
2001580,2001580,1580 Betulia (1950 KA),Betulia,1580,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001580,14.69,3.0658787593,6.8555133165,3065.8787592885,6855.5133165417,1.9050481505,4.259817165,10058.657668624,22491.8423094427,False,2155-05-25,2155-May-25 00:50,5850492600000,28.1813696056,101452.9305802608,63038.9056708293,0.1507811295,58.6538593755,22556535.809394165,14015981.422262877,Earth
2001580,2001580,1580 Betulia (1950 KA),Betulia,1580,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001580,14.69,3.0658787593,6.8555133165,3065.8787592885,6855.5133165417,1.9050481505,4.259817165,10058.657668624,22491.8423094427,False,2166-12-13,2166-Dec-13 09:43,6215132580000,11.2307009674,40430.5234824953,25121.9549938871,1.9751503057,768.3334689173,295478278.662568859,183601688.6374898942,Juptr
2001580,2001580,1580 Betulia (1950 KA),Betulia,1580,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001580,14.69,3.0658787593,6.8555133165,3065.8787592885,6855.5133165417,1.9050481505,4.259817165,10058.657668624,22491.8423094427,False,2168-05-26,2168-May-26 02:13,6260897580000,28.3357217653,102008.5983549792,63384.1760167369,0.1726042363,67.1430479207,25821226.103456681,16044565.9042809578,Earth
2001580,2001580,1580 Betulia (1950 KA),Betulia,1580,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001580,14.69,3.0658787593,6.8555133165,3065.8787592885,6855.5133165417,1.9050481505,4.259817165,10058.657668624,22491.8423094427,False,2181-05-29,2181-May-29 16:14,6671434440000,28.8924213901,104012.7170044871,64629.4574075937,0.2375666858,92.4134407762,35539470.178639246,22083202.7572877548,Earth
2001580,2001580,1580 Betulia (1950 KA),Betulia,1580,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001580,14.69,3.0658787593,6.8555133165,3065.8787592885,6855.5133165417,1.9050481505,4.259817165,10058.657668624,22491.8423094427,False,2194-06-02,2194-Jun-02 22:14,7082028840000,29.8783860743,107562.189867552,66834.9618096464,0.3349614905,130.3000198045,50109525.510825235,31136615.328388843,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1901-08-23,1901-Aug-23 17:36,-2157171840000,11.7628245556,42346.1684003018,26312.2622485098,0.0338991068,13.1867525452,5071234.172182516,3151118.7952740808,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1908-02-27,1908-Feb-27 21:02,-1951613880000,8.1164556507,29219.2403426058,18155.6996451041,0.3488152199,135.6891205411,52182013.920621613,32424399.9108717394,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1908-06-07,1908-Jun-07 22:48,-1942881120000,8.5838550861,30901.8783099642,19201.2254420997,0.2816402317,109.5580501313,42132778.768626479,26180094.7397002502,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1908-08-31,1908-Aug-31 15:23,-1935563820000,7.0812786806,25492.6032501879,15840.1122806515,0.362321143,140.942924627,54202471.24876541,33679853.878406258,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1915-03-14,1915-Mar-14 16:15,-1729410300000,12.1053225559,43579.1612012504,27078.3960252992,0.08159949,31.74220161,12207109.8970863,7585146.36213894,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1919-09-08,1919-Sep-08 06:12,-1587836880000,20.0282100039,72101.5560141091,44801.1029577669,0.3111507531,121.0376429559,46547489.912655897,28923269.0419174986,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1922-02-27,1922-Feb-27 21:16,-1509763440000,22.2397728714,80063.1823369903,49748.1479360038,0.3917514555,152.3913161895,58605183.312199785,36415572.297675633,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1926-08-21,1926-Aug-21 06:24,-1368466560000,10.5595659928,38014.4375741416,23620.6931693326,0.0664842348,25.8623673372,9945899.914659876,6180095.6321272488,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1933-03-11,1933-Mar-11 02:46,-1161638040000,7.6540792423,27554.6852723302,17121.4098571321,0.2736854552,106.4636420728,40942761.147900424,25440652.0785928912,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1933-05-08,1933-May-08 19:40,-1156566000000,7.7912273787,28048.4185634584,17428.1965235,0.2707605137,105.3258398293,40505196.129625819,25168761.7839575422,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1933-09-19,1933-Sep-19 01:31,-1145053740000,7.9097865672,28475.2316419494,17693.401572188,0.4334536285,168.6134614865,64843739.567371295,40292031.400842071,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1940-03-09,1940-Mar-09 21:19,-940819260000,14.9940478699,53978.5723315745,33540.1856801386,0.1470294501,57.1944560889,21995292.562231287,13667241.0397822806,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1944-09-02,1944-Sep-02 03:37,-799359780000,16.7374334297,60254.7603467558,37439.9648387939,0.1916378833,74.5471366037,28668619.152988571,17813853.9022854398,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1951-02-10,1951-Feb-10 07:22,-596133480000,9.1771139874,33037.610354631,20528.2862784095,0.4614917476,179.5202898164,69038182.463537612,42898337.3605065656,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1951-08-08,1951-Aug-08 15:38,-580638120000,7.9958940309,28785.2185113729,17886.0153578028,0.19365258,75.33085362,28970013.4880046,18001131.65787948,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1958-03-18,1958-Mar-18 04:43,-372107820000,9.0553678383,32599.324217862,20255.9523174821,0.1515042134,58.9351390126,22664707.620665458,14083196.2689930004,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1962-09-13,1962-Sep-13 21:32,-230351280000,23.559510305,84814.2370980958,52700.268601314,0.4363845612,169.7535943068,65282200.856404644,40564478.6123023272,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1965-03-04,1965-Mar-04 20:24,-152336160000,18.7506273968,67502.2586283896,41943.2784238458,0.2726612158,106.0652129462,40789537.115290346,25345443.0796289348,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1969-08-27,1969-Aug-27 00:06,-10972440000,13.1765361147,47435.5300128685,29474.5936349404,0.0606033436,23.5747006604,9066131.117438132,5633432.6506329416,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1976-02-22,1976-Feb-22 11:52,193837920000,8.454069734,30434.6510424546,18910.9085880186,0.3846923208,149.6453127912,57549151.797036696,35759384.7419745648,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1976-06-23,1976-Jun-23 12:31,204381060000,8.5330336531,30718.921151238,19087.5429786679,0.2711269339,105.4683772871,40560011.811070793,25202822.6689832234,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1983-03-16,1983-Mar-16 10:22,416658120000,11.0596572992,39814.7662770469,24739.3474125351,0.089458832,34.799485648,13382850.71988784,8315717.832378592,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1987-09-10,1987-Sep-10 22:36,558311760000,21.4485046973,77214.6169101518,47978.1601573107,0.3621243386,140.8663677154,54173029.729718782,33661559.7667799116,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1990-03-02,1990-Mar-02 19:44,636407040000,20.526268823,73894.5677626718,45915.2107300891,0.3341984577,130.0032000453,49995377.429205099,31065686.9994604062,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,1994-08-25,1994-Aug-25 10:10,777809400000,12.2172325812,43982.0372921677,27328.7275607917,0.0333047228,12.9555371692,4982315.591820436,3095867.3514805768,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2001-02-20,2001-Feb-20 23:36,982712160000,8.5411975532,30748.3111913743,19105.8048066625,0.3910836042,152.1315220338,58505274.180243054,36353491.6417959852,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2001-06-27,2001-Jun-27 11:35,993641700000,8.5006789472,30602.4442099986,19015.1687370405,0.2670865546,103.8966697394,39955579.673798702,24827245.9546060076,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2008-03-17,2008-Mar-17 11:41,1205754060000,9.7438581725,35077.8894209805,21796.0363460531,0.1251026798,48.6649424422,18715094.429372026,11629020.4335689188,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2012-09-14,2012-Sep-14 02:56,1347591360000,23.8467226331,85848.2014792882,53342.733858061,0.4461748162,173.5620035018,66746802.151161494,41474539.6567728572,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2015-03-07,2015-Mar-07 09:37,1425721020000,17.7053223156,63739.1603359984,39605.0354876652,0.2384221569,92.7462190341,35667446.833045803,22162723.7628979614,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2019-08-31,2019-Aug-31 17:20,1567272000000,15.2835394746,55020.7421085179,34187.7494507066,0.1372576779,53.3932367031,20533456.254986073,12758898.0788828874,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2026-02-09,2026-Feb-09 02:21,1770603660000,9.311843181,33522.6354515547,20829.6620115508,0.4729322766,183.9706555974,70749661.233610842,43961800.9547679396,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2026-08-12,2026-Aug-12 08:35,1786523700000,8.3615367577,30101.5323275904,18703.9215732186,0.1704371785,66.3000624365,25497038.872409795,15843125.299833371,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2033-03-14,2033-Mar-14 23:04,1994454240000,7.7371198227,27853.6313617154,17307.1633313948,0.2453924676,95.4576698964,36710190.467004012,22810654.6120868856,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2033-09-23,2033-Sep-23 08:08,2011075680000,8.079800115,29087.2804139214,18073.7048771947,0.454800719,176.917479691,68037218.83686853,42276367.404024514,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2040-03-12,2040-Mar-12 10:58,2215162680000,13.743004165,49474.8149939838,30741.7260166784,0.1136385487,44.2053954443,17000084.835411269,10563362.8870787522,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2044-09-06,2044-Sep-06 21:24,2356809840000,19.2045504108,69136.3814787295,42958.658813825,0.2814463284,109.4826217476,42103771.247960508,26162070.3021626904,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2047-02-28,2047-Feb-28 15:33,2434980780000,22.5440207322,81158.474635767,50428.7199757631,0.4034958223,156.9598748747,60362115.569978501,37507279.3795292738,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2051-08-23,2051-Aug-23 03:35,2576374500000,11.0130444381,39646.959977111,24635.0791035555,0.0478814699,18.6258917911,7162965.909509113,4450860.6270192394,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2058-03-04,2058-Mar-04 22:24,2782506240000,7.9256440787,28532.3186834794,17728.8732397431,0.3160576698,122.9464335522,47281554.199243326,29379395.4387408588,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2058-05-28,2058-May-28 23:59,2789855940000,8.4039930071,30254.3748254044,18798.8919574853,0.2819782741,109.6895486249,42183349.191636167,26211517.7434544246,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2058-09-11,2058-Sep-11 03:13,2798939580000,7.4145378299,26692.3361875427,16585.5796716429,0.3960265638,154.0543333182,59244730.407899106,36812968.4354394228,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2065-03-13,2065-Mar-13 19:56,3004199760000,12.951693292,46626.0958512814,28971.6427249254,0.0965979136,37.5765883904,14450842.121004032,8979336.9166063616,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2069-09-07,2069-Sep-07 10:06,3145773960000,19.2698532646,69371.4717525913,43104.7347676032,0.2843318934,110.6051065326,42535445.625707058,26430300.3225030804,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2072-02-28,2072-Feb-28 11:27,3223884420000,22.8747569025,82349.1248491361,51168.5437152868,0.4149190754,161.4035203306,62071009.902209398,38569137.0785817724,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2076-08-20,2076-Aug-20 09:35,3365141700000,10.2248449034,36809.4416523718,22871.9555644973,0.0783697227,30.4858221303,11723943.588410649,7284920.7395749962,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2083-03-12,2083-Mar-12 08:34,3572066040000,7.7450099071,27882.035665694,17324.8126612753,0.2685512476,104.4664353164,40174694.626802612,24963397.6729635656,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2083-05-08,2083-May-08 07:42,3576987720000,7.6484847278,27534.5450200407,17108.8954875914,0.2698596046,104.9753861894,40370422.047202202,25085017.0524343076,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2083-09-20,2083-Sep-20 20:56,3588699360000,7.8692347741,28329.2451867277,17602.6912661642,0.4388473063,170.7116021507,65650622.277717581,40793405.0680453778,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2090-03-11,2090-Mar-11 06:39,3792897540000,15.0059270698,54021.3374511623,33566.7582623625,0.1508070517,58.6639431113,22560413.715299879,14018391.0412571702,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2094-09-03,2094-Sep-03 10:34,3934348440000,16.6942665049,60099.3594177599,37343.4047448853,0.1900236685,73.9192070465,28427136.057186095,17663803.264494311,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2101-02-12,2101-Feb-12 10:24,4137647040000,9.1692524658,33009.3088770043,20510.7008408253,0.4558548464,177.3275352496,68194914.050617168,42374354.6661181984,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2101-08-07,2101-Aug-07 02:26,4152824760000,8.011930523,28842.9498826946,17921.8873868332,0.1980369028,77.0363551892,29625898.840277036,18408679.9175176568,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2108-03-18,2108-Mar-18 23:57,4361558220000,9.3905177867,33805.8640322511,21005.6492371507,0.1395654055,54.2909427395,20878687.388486285,12973414.757969333,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2112-09-14,2112-Sep-14 05:20,4503273600000,22.8446164462,82240.619206401,51101.1225285551,0.4115762939,160.1031783271,61570936.909933993,38258406.1299673834,Earth
2001620,2001620,1620 Geographos (1951 RA),Geographos,1620,http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2001620,15.27,2.3472263753,5.2485577338,2347.2263753125,5248.5577337793,1.4584984001,3.2613015676,7700.8741811804,17219.6781552924,True,2115-03-06,2115-Mar-06 04:41,4581290460000,19.563451576,70428.4256737127,43761.4848304244,0.3029349866,117.8417097874,45318428.743838542,28159565.8450021996,Earth
